Timestamp,Application,Environment,Region,Response_Time_ms,P95_Latency_ms,Request_Throughput_RPM,Error_Rate_%,HTTP_4XX_Count,HTTP_5XX_Count,CPU_Usage_%,Memory_Usage_%,Availability_%,Active_Users,Severity,Event,Health_Status
09-05-2026 17:30,Inventory Service,Production,Mumbai,242,451,4418,0.42,4,2,52,61,99.99,1145,Info,Service Running Normally,Healthy
09-05-2026 17:30,Order Service,Production,Bengaluru,1348,1459,7553,8.66,37,82,97,93,98.57,2201,Critical,Database Connection Lost,Critical
09-05-2026 17:30,Authentication Service,Production,Hyderabad,231,447,7056,0.76,2,2,61,45,99.99,2568,Info,Background Synchronization,Healthy
09-05-2026 18:00,Citrix Workspace,Production,Bengaluru,221,295,9178,0.06,6,2,32,44,99.99,2708,Info,Background Synchronization,Healthy
09-05-2026 18:00,Flipkart,Production,Bengaluru,357,492,13904,0.11,8,2,25,43,99.99,5028,Info,Normal Operation,Healthy
09-05-2026 18:00,Swiggy,Production,Hyderabad,306,433,9507,0.7,2,1,53,69,99.99,4230,Info,Service Running Normally,Healthy
09-05-2026 18:00,Blinkit,Production,Mumbai,264,384,17852,0.06,5,0,53,40,99.99,4969,Info,Normal Operation,Healthy
09-05-2026 18:00,Microsoft Teams,Production,Hyderabad,270,445,9711,0.58,1,1,30,69,99.99,2932,Info,Background Synchronization,Healthy
09-05-2026 18:00,Outlook Web,Production,Hyderabad,184,343,9260,0.77,0,1,46,37,99.99,2757,Info,Normal Operation,Healthy
09-05-2026 18:00,Payment Gateway,Production,Mumbai,329,419,3983,0.29,8,0,53,68,99.99,1635,Info,Background Synchronization,Healthy
09-05-2026 18:00,Inventory Service,Production,Hyderabad,177,286,4355,0.59,3,0,48,44,99.99,1039,Info,Health Check Completed,Healthy
09-05-2026 18:00,Order Service,Production,Bengaluru,277,419,8720,0.12,4,0,31,59,99.99,2326,Info,Cache Refresh,Healthy
09-05-2026 18:00,Authentication Service,Production,Bengaluru,674,780,6049,4.83,12,40,70,73,99.79,2622,Warning,CPU Usage High,Warning
09-05-2026 18:30,Citrix Workspace,Production,Mumbai,205,382,4371,0.73,2,2,27,48,99.99,2394,Info,Health Check Completed,Healthy
09-05-2026 18:30,Flipkart,Production,Bengaluru,710,910,13363,1.34,14,24,87,70,99.22,5367,Warning,High Login Failures,Warning
09-05-2026 18:30,Swiggy,Production,Bengaluru,229,414,17227,0.24,4,0,55,57,99.99,4330,Info,Cache Refresh,Healthy
09-05-2026 18:30,Blinkit,Production,Hyderabad,720,797,17948,3.63,31,11,74,78,99.79,5188,Warning,High Login Failures,Warning
09-05-2026 18:30,Microsoft Teams,Production,Hyderabad,161,259,6239,0.77,8,0,54,56,99.99,2682,Info,Normal Operation,Healthy
09-05-2026 18:30,Outlook Web,Production,Bengaluru,208,399,6753,0.51,6,2,51,47,99.99,3003,Info,Service Running Normally,Healthy
09-05-2026 18:30,Payment Gateway,Production,Mumbai,254,448,3642,0.58,1,2,61,55,99.99,1526,Info,Routine Monitoring,Healthy
09-05-2026 18:30,Inventory Service,Production,Bengaluru,227,426,3355,0.33,1,1,61,48,99.99,949,Info,Cache Refresh,Healthy
09-05-2026 18:30,Order Service,Production,Mumbai,492,634,5149,2.58,13,9,87,86,99.5,2421,Warning,High API Response Time,Warning
09-05-2026 18:30,Authentication Service,Production,Bengaluru,201,409,4651,0.15,2,0,59,68,99.99,2447,Info,Cache Refresh,Healthy
09-05-2026 19:00,Citrix Workspace,Production,Hyderabad,203,422,7683,0.14,7,0,63,48,99.99,2617,Info,Cache Refresh,Healthy
09-05-2026 19:00,Flipkart,UAT,Mumbai,302,390,17206,0.39,2,1,37,56,99.99,5306,Info,Background Synchronization,Healthy
09-05-2026 19:00,Swiggy,Production,Bengaluru,1571,1688,15739,11.9,45,191,91,95,96.42,6875,Critical,Checkout API Timeout,Critical
09-05-2026 19:00,Blinkit,Production,Bengaluru,234,413,10887,0.61,7,2,50,37,99.99,5003,Info,Health Check Completed,Healthy
09-05-2026 19:00,Microsoft Teams,Production,Bengaluru,198,389,8543,0.55,3,2,29,46,99.99,2810,Info,Normal Operation,Healthy
09-05-2026 19:00,Outlook Web,Production,Bengaluru,148,363,5749,0.79,5,0,62,60,99.99,3162,Info,Routine Monitoring,Healthy
09-05-2026 19:00,Payment Gateway,Production,Hyderabad,323,480,5309,0.72,6,2,58,36,99.99,1677,Info,Health Check Completed,Healthy
09-05-2026 19:00,Inventory Service,Production,Hyderabad,241,384,4636,0.35,4,2,32,36,99.99,1327,Info,Service Running Normally,Healthy
09-05-2026 19:00,Order Service,Production,Hyderabad,215,278,5271,0.54,8,0,41,51,99.99,2205,Info,Service Running Normally,Healthy
09-05-2026 19:00,Authentication Service,Production,Bengaluru,174,301,8829,0.58,0,2,36,50,99.99,2686,Info,Cache Refresh,Healthy
09-05-2026 19:30,Citrix Workspace,Production,Hyderabad,205,411,8488,0.68,1,2,51,52,99.99,2266,Info,Health Check Completed,Healthy
09-05-2026 19:30,Flipkart,Production,Bengaluru,332,480,20164,0.79,6,2,31,54,99.99,5288,Info,Health Check Completed,Healthy
09-05-2026 19:30,Swiggy,Production,Mumbai,293,423,22712,0.14,2,2,59,58,99.99,6857,Info,Service Running Normally,Healthy
09-05-2026 19:30,Blinkit,Production,Hyderabad,229,339,12394,0.67,4,2,57,60,99.99,5002,Info,Background Synchronization,Healthy
09-05-2026 19:30,Microsoft Teams,Production,Hyderabad,233,390,11510,0.41,6,2,35,70,99.99,2951,Info,Normal Operation,Healthy
09-05-2026 19:30,Outlook Web,Production,Bengaluru,140,238,7671,0.35,5,1,33,57,99.99,2701,Info,Normal Operation,Healthy
09-05-2026 19:30,Payment Gateway,Production,Hyderabad,638,755,5423,3.83,32,35,79,71,99.26,1692,Warning,High API Response Time,Warning
09-05-2026 19:30,Inventory Service,Production,Mumbai,1747,1846,2896,11.2,62,148,98,96,96.74,1129,Critical,Checkout API Timeout,Critical
09-05-2026 19:30,Order Service,Production,Bengaluru,300,397,8249,0.23,5,2,34,61,99.99,2486,Info,Background Synchronization,Healthy
09-05-2026 19:30,Authentication Service,UAT,Bengaluru,562,766,8651,3.26,40,16,85,77,99.4,2499,Warning,CPU Usage High,Warning
09-05-2026 20:00,Citrix Workspace,Production,Hyderabad,209,317,7894,0.27,0,1,33,56,99.99,2772,Info,Service Running Normally,Healthy
09-05-2026 20:00,Flipkart,Production,Bengaluru,336,454,16484,0.44,0,2,50,37,99.99,4904,Info,Routine Monitoring,Healthy
09-05-2026 20:00,Swiggy,Production,Bengaluru,314,437,25878,0.13,0,2,55,46,99.99,6711,Info,Normal Operation,Healthy
09-05-2026 20:00,Blinkit,Production,Bengaluru,184,314,10689,0.54,5,1,57,56,99.99,5272,Info,Health Check Completed,Healthy
09-05-2026 20:00,Microsoft Teams,Production,Bengaluru,166,282,11315,0.1,2,1,50,65,99.99,2890,Info,Cache Refresh,Healthy
09-05-2026 20:00,Outlook Web,Production,Hyderabad,1456,1537,9839,9.02,71,141,99,90,97.7,2846,Critical,High Error Rate,Critical
09-05-2026 20:00,Payment Gateway,Production,Mumbai,288,462,5926,0.26,6,0,46,44,99.99,1856,Info,Background Synchronization,Healthy
09-05-2026 20:00,Inventory Service,Production,Mumbai,526,630,2336,1.8,40,37,71,89,99.49,1219,Warning,High API Response Time,Warning
09-05-2026 20:00,Order Service,Production,Hyderabad,229,398,5047,0.73,6,2,48,66,99.99,2344,Info,Service Running Normally,Healthy
09-05-2026 20:00,Authentication Service,Production,Hyderabad,245,350,7681,0.3,6,2,48,43,99.99,2631,Info,Background Synchronization,Healthy
09-05-2026 20:30,Citrix Workspace,Production,Hyderabad,202,280,9825,0.38,5,1,36,59,99.99,2464,Info,Health Check Completed,Healthy
09-05-2026 20:30,Flipkart,Production,Hyderabad,307,503,11480,0.55,1,1,32,55,99.99,5104,Info,Normal Operation,Healthy
09-05-2026 20:30,Swiggy,Production,Mumbai,259,467,15794,0.7,7,0,42,66,99.99,6569,Info,Service Running Normally,Healthy
09-05-2026 20:30,Blinkit,Production,Hyderabad,240,381,20946,0.3,7,1,44,35,99.99,5354,Info,Cache Refresh,Healthy
09-05-2026 20:30,Microsoft Teams,UAT,Hyderabad,1526,1681,11308,9.32,75,189,95,94,98.12,2835,Critical,Disk Space Critical,Critical
09-05-2026 20:30,Outlook Web,Production,Bengaluru,177,260,7947,0.27,1,1,53,56,99.99,2888,Info,Routine Monitoring,Healthy
09-05-2026 20:30,Payment Gateway,Production,Bengaluru,322,526,3932,0.66,0,1,29,37,99.99,1884,Info,Normal Operation,Healthy
09-05-2026 20:30,Inventory Service,Production,Bengaluru,181,308,4058,0.52,8,2,49,49,99.99,1242,Info,Normal Operation,Healthy
09-05-2026 20:30,Order Service,Production,Hyderabad,257,470,5511,0.47,4,2,32,69,99.99,2252,Info,Background Synchronization,Healthy
09-05-2026 20:30,Authentication Service,Production,Hyderabad,233,427,7983,0.33,0,2,50,58,99.99,2496,Info,Cache Refresh,Healthy
09-05-2026 21:00,Citrix Workspace,Production,Mumbai,671,882,6930,2.77,28,21,72,76,99.58,2605,Warning,CPU Usage High,Warning
09-05-2026 21:00,Flipkart,Production,Hyderabad,1601,1796,16234,8.19,79,118,96,94,98.23,5176,Critical,Checkout API Timeout,Critical
09-05-2026 21:00,Swiggy,Production,Hyderabad,685,770,12726,2.96,16,38,79,76,99.62,3853,Warning,Memory Usage High,Warning
09-05-2026 21:00,Blinkit,Production,Bengaluru,241,349,9705,0.65,8,2,47,61,99.99,5091,Info,Health Check Completed,Healthy
09-05-2026 21:00,Microsoft Teams,Production,Mumbai,206,273,10600,0.16,6,0,29,50,99.99,2664,Info,Routine Monitoring,Healthy
09-05-2026 21:00,Outlook Web,Production,Mumbai,241,425,8974,0.55,6,2,30,66,99.99,3188,Info,Routine Monitoring,Healthy
09-05-2026 21:00,Payment Gateway,Production,Hyderabad,324,394,4608,0.36,5,1,37,59,99.99,1857,Info,Normal Operation,Healthy
09-05-2026 21:00,Inventory Service,Production,Mumbai,231,418,2834,0.2,7,1,28,48,99.99,958,Info,Routine Monitoring,Healthy
09-05-2026 21:00,Order Service,Production,Mumbai,216,310,6388,0.28,7,2,54,49,99.99,2415,Info,Health Check Completed,Healthy
09-05-2026 21:00,Authentication Service,Production,Bengaluru,458,633,9169,1.86,16,10,86,83,99.63,2506,Warning,High API Response Time,Warning
09-05-2026 21:30,Citrix Workspace,Production,Bengaluru,288,441,10095,0.36,5,2,44,61,99.99,2800,Info,Normal Operation,Healthy
09-05-2026 21:30,Flipkart,Production,Bengaluru,276,341,17431,0.46,0,2,40,60,99.99,5247,Info,Routine Monitoring,Healthy
09-05-2026 21:30,Swiggy,Production,Hyderabad,307,425,15191,0.44,1,1,54,42,99.99,4207,Info,Routine Monitoring,Healthy
09-05-2026 21:30,Blinkit,Production,Bengaluru,276,342,13032,0.72,5,2,60,47,99.99,5104,Info,Service Running Normally,Healthy
09-05-2026 21:30,Microsoft Teams,Production,Mumbai,183,333,8724,0.63,0,1,35,47,99.99,2789,Info,Health Check Completed,Healthy
09-05-2026 21:30,Outlook Web,Production,Mumbai,243,310,7014,0.2,5,0,51,45,99.99,3019,Info,Routine Monitoring,Healthy
09-05-2026 21:30,Payment Gateway,Production,Hyderabad,276,341,5751,0.6,7,0,64,64,99.99,1706,Info,Normal Operation,Healthy
09-05-2026 21:30,Inventory Service,Production,Hyderabad,236,309,2404,0.48,5,1,64,66,99.99,1165,Info,Routine Monitoring,Healthy
09-05-2026 21:30,Order Service,Production,Mumbai,270,461,7669,0.78,5,2,63,52,99.99,2115,Info,Cache Refresh,Healthy
09-05-2026 21:30,Authentication Service,Production,Hyderabad,203,396,7128,0.25,0,2,62,54,99.99,2867,Info,Routine Monitoring,Healthy
09-05-2026 22:00,Citrix Workspace,Production,Bengaluru,263,482,9131,0.23,7,0,55,62,99.99,2773,Info,Cache Refresh,Healthy
09-05-2026 22:00,Flipkart,Production,Hyderabad,792,883,17689,4.77,14,33,76,80,99.63,5141,Warning,Memory Usage High,Warning
09-05-2026 22:00,Swiggy,Production,Mumbai,273,453,8752,0.09,7,0,51,55,99.99,3917,Info,Cache Refresh,Healthy
09-05-2026 22:00,Blinkit,Production,Hyderabad,209,428,6458,0.29,4,0,48,54,99.99,3498,Info,Cache Refresh,Healthy
09-05-2026 22:00,Microsoft Teams,UAT,Bengaluru,188,317,5156,0.27,8,2,45,57,99.99,2832,Info,Service Running Normally,Healthy
09-05-2026 22:00,Outlook Web,UAT,Hyderabad,202,275,6516,0.09,7,2,51,45,99.99,2705,Info,Background Synchronization,Healthy
09-05-2026 22:00,Payment Gateway,Production,Mumbai,328,431,4604,0.33,8,1,37,39,99.99,1547,Info,Health Check Completed,Healthy
09-05-2026 22:00,Inventory Service,Production,Bengaluru,231,399,4006,0.14,8,0,56,61,99.99,1120,Info,Normal Operation,Healthy
09-05-2026 22:00,Order Service,Production,Mumbai,286,353,4888,0.16,7,0,30,68,99.99,2606,Info,Service Running Normally,Healthy
09-05-2026 22:00,Authentication Service,Production,Bengaluru,233,413,9355,0.62,6,2,55,70,99.99,2697,Info,Background Synchronization,Healthy
09-05-2026 22:30,Citrix Workspace,UAT,Bengaluru,261,371,8925,0.5,4,2,46,43,99.99,2278,Info,Background Synchronization,Healthy
09-05-2026 22:30,Flipkart,Production,Mumbai,359,450,13477,0.53,5,1,39,68,99.99,5297,Info,Routine Monitoring,Healthy
09-05-2026 22:30,Swiggy,Production,Hyderabad,677,841,17798,1.8,22,5,71,84,99.77,4246,Warning,Network Latency Increased,Warning
09-05-2026 22:30,Blinkit,Production,Mumbai,725,814,9853,4.05,17,23,86,80,99.21,3338,Warning,High API Response Time,Warning
09-05-2026 22:30,Microsoft Teams,Production,Bengaluru,166,267,9502,0.68,3,1,40,68,99.99,2692,Info,Cache Refresh,Healthy
09-05-2026 22:30,Outlook Web,Production,Bengaluru,172,325,5637,0.38,3,0,30,66,99.99,2988,Info,Cache Refresh,Healthy
09-05-2026 22:30,Payment Gateway,Production,Mumbai,284,384,3376,0.64,6,2,64,67,99.99,1516,Info,Cache Refresh,Healthy
09-05-2026 22:30,Inventory Service,Production,Bengaluru,199,340,4377,0.4,5,2,52,64,99.99,1196,Info,Health Check Completed,Healthy
09-05-2026 22:30,Order Service,Production,Bengaluru,304,480,9546,0.29,2,2,63,68,99.99,2278,Info,Health Check Completed,Healthy
09-05-2026 22:30,Authentication Service,Production,Hyderabad,159,328,5036,0.41,6,2,59,59,99.99,2775,Info,Routine Monitoring,Healthy
09-05-2026 23:00,Citrix Workspace,Production,Hyderabad,247,445,4852,0.11,4,1,25,50,99.99,2251,Info,Service Running Normally,Healthy
09-05-2026 23:00,Flipkart,Production,Bengaluru,1041,1207,20748,7.69,46,215,94,95,97.77,5022,Critical,Load Balancer Failure,Critical
09-05-2026 23:00,Swiggy,Production,Mumbai,656,781,11563,4.23,35,8,85,78,99.53,4206,Warning,Queue Length Increased,Warning
09-05-2026 23:00,Blinkit,Production,Hyderabad,274,465,6628,0.74,4,2,44,41,99.99,3596,Info,Routine Monitoring,Healthy
09-05-2026 23:00,Microsoft Teams,Production,Hyderabad,588,677,11180,2.16,16,31,76,75,99.49,3096,Warning,Network Latency Increased,Warning
09-05-2026 23:00,Outlook Web,Production,Bengaluru,532,731,9319,3.64,14,18,86,74,99.45,2948,Warning,Network Latency Increased,Warning
09-05-2026 23:00,Payment Gateway,Production,Mumbai,1076,1233,5982,10.76,29,113,93,90,95.93,1753,Critical,Payment Gateway Failure,Critical
09-05-2026 23:00,Inventory Service,Production,Hyderabad,181,346,3170,0.44,2,1,36,69,99.99,1148,Info,Cache Refresh,Healthy
09-05-2026 23:00,Order Service,Production,Hyderabad,206,266,6975,0.2,2,2,39,56,99.99,2494,Info,Background Synchronization,Healthy
09-05-2026 23:00,Authentication Service,Production,Hyderabad,335,431,10055,4.26,39,11,80,72,99.77,2683,Warning,Queue Length Increased,Warning
09-05-2026 23:30,Citrix Workspace,Production,Mumbai,279,381,8595,0.22,4,0,36,63,99.99,2264,Info,Service Running Normally,Healthy
09-05-2026 23:30,Flipkart,Production,Bengaluru,715,883,22152,3.15,37,13,88,83,99.75,5412,Warning,Memory Usage High,Warning
09-05-2026 23:30,Swiggy,Production,Mumbai,271,464,11396,0.26,8,2,42,50,99.99,4307,Info,Cache Refresh,Healthy
09-05-2026 23:30,Blinkit,Production,Mumbai,252,463,11533,0.24,6,2,40,41,99.99,3258,Info,Background Synchronization,Healthy
09-05-2026 23:30,Microsoft Teams,Production,Bengaluru,240,372,12251,0.22,1,0,43,46,99.99,2971,Info,Normal Operation,Healthy
09-05-2026 23:30,Outlook Web,Production,Hyderabad,188,377,11839,0.29,3,1,60,60,99.99,3031,Info,Cache Refresh,Healthy
09-05-2026 23:30,Payment Gateway,Production,Bengaluru,291,476,7958,0.79,8,1,60,69,99.99,1907,Info,Cache Refresh,Healthy
09-05-2026 23:30,Inventory Service,Production,Mumbai,227,436,5238,0.08,7,0,57,41,99.99,1385,Info,Health Check Completed,Healthy
09-05-2026 23:30,Order Service,Production,Bengaluru,288,354,8739,0.49,8,1,56,35,99.99,2686,Info,Cache Refresh,Healthy
09-05-2026 23:30,Authentication Service,Production,Bengaluru,242,398,10157,0.29,6,2,33,64,99.99,2700,Info,Background Synchronization,Healthy
10-05-2026 00:00,Citrix Workspace,Production,Hyderabad,699,776,10646,2.14,29,17,86,76,99.62,2606,Warning,Database Response Slow,Warning
10-05-2026 00:00,Flipkart,Production,Bengaluru,331,526,14105,0.44,1,0,46,37,99.99,4968,Info,Background Synchronization,Healthy
10-05-2026 00:00,Swiggy,Production,Bengaluru,247,311,12151,0.72,0,2,33,47,99.99,4064,Info,Health Check Completed,Healthy
10-05-2026 00:00,Blinkit,UAT,Bengaluru,412,552,13979,3.85,21,40,86,82,99.3,3456,Warning,High API Response Time,Warning
10-05-2026 00:00,Microsoft Teams,Production,Hyderabad,240,314,10304,0.26,1,1,57,48,99.99,2779,Info,Normal Operation,Healthy
10-05-2026 00:00,Outlook Web,UAT,Mumbai,195,374,8778,0.73,0,1,43,46,99.99,3010,Info,Health Check Completed,Healthy
10-05-2026 00:00,Payment Gateway,Production,Hyderabad,264,448,3376,0.26,5,0,57,52,99.99,1735,Info,Background Synchronization,Healthy
10-05-2026 00:00,Inventory Service,Production,Bengaluru,418,491,5087,4.78,38,36,89,89,99.42,1217,Warning,Network Latency Increased,Warning
10-05-2026 00:00,Order Service,Production,Hyderabad,205,308,6894,0.11,4,2,33,39,99.99,2263,Info,Background Synchronization,Healthy
10-05-2026 00:00,Authentication Service,Production,Mumbai,257,368,7266,0.64,8,1,30,47,99.99,2568,Info,Routine Monitoring,Healthy
10-05-2026 00:30,Citrix Workspace,Production,Bengaluru,283,411,7690,0.69,2,0,39,69,99.99,2529,Info,Routine Monitoring,Healthy
10-05-2026 00:30,Flipkart,Production,Hyderabad,1536,1634,15036,5.76,36,75,91,91,96.8,5392,Critical,SSL Certificate Expired,Critical
10-05-2026 00:30,Swiggy,Production,Bengaluru,274,351,9428,0.49,3,1,54,46,99.99,3994,Info,Routine Monitoring,Healthy
10-05-2026 00:30,Blinkit,Production,Mumbai,243,459,8816,0.15,1,1,59,66,99.99,3293,Info,Background Synchronization,Healthy
10-05-2026 00:30,Microsoft Teams,Production,Mumbai,181,381,9449,0.71,5,0,32,68,99.99,2884,Info,Cache Refresh,Healthy
10-05-2026 00:30,Outlook Web,Production,Bengaluru,191,352,11504,0.44,4,1,51,44,99.99,3174,Info,Routine Monitoring,Healthy
10-05-2026 00:30,Payment Gateway,Production,Hyderabad,268,366,6971,0.4,0,2,46,44,99.99,1918,Info,Background Synchronization,Healthy
10-05-2026 00:30,Inventory Service,Production,Mumbai,1323,1453,3000,8.74,71,249,93,89,97.92,1493,Critical,Database Connection Lost,Critical
10-05-2026 00:30,Order Service,Production,Bengaluru,248,415,7858,0.29,5,1,29,47,99.99,2547,Info,Health Check Completed,Healthy
10-05-2026 00:30,Authentication Service,Production,Hyderabad,204,385,8359,0.22,6,2,63,62,99.99,2662,Info,Service Running Normally,Healthy
10-05-2026 01:00,Citrix Workspace,Production,Mumbai,206,421,5880,0.79,5,1,54,55,99.99,2494,Info,Normal Operation,Healthy
10-05-2026 01:00,Flipkart,Production,Bengaluru,267,474,12584,0.45,2,1,30,66,99.99,5208,Info,Normal Operation,Healthy
10-05-2026 01:00,Swiggy,Production,Hyderabad,217,317,9123,0.72,3,1,49,64,99.99,4197,Info,Service Running Normally,Healthy
10-05-2026 01:00,Blinkit,Production,Bengaluru,256,459,6286,0.75,4,2,29,65,99.99,3168,Info,Cache Refresh,Healthy
10-05-2026 01:00,Microsoft Teams,UAT,Hyderabad,197,414,6285,0.37,5,0,59,35,99.99,2711,Info,Background Synchronization,Healthy
10-05-2026 01:00,Outlook Web,Production,Bengaluru,243,420,10773,0.21,6,1,61,35,99.99,2819,Info,Normal Operation,Healthy
10-05-2026 01:00,Payment Gateway,Production,Hyderabad,308,510,6438,0.63,6,1,38,59,99.99,1894,Info,Routine Monitoring,Healthy
10-05-2026 01:00,Inventory Service,UAT,Bengaluru,234,428,3847,0.22,2,0,62,47,99.99,969,Info,Routine Monitoring,Healthy
10-05-2026 01:00,Order Service,Production,Hyderabad,237,363,9444,0.29,6,2,25,64,99.99,2343,Info,Cache Refresh,Healthy
10-05-2026 01:00,Authentication Service,Production,Bengaluru,202,414,6550,0.67,2,2,65,44,99.99,2345,Info,Cache Refresh,Healthy
10-05-2026 01:30,Citrix Workspace,UAT,Mumbai,299,486,8943,0.29,4,0,26,48,99.99,2745,Info,Routine Monitoring,Healthy
10-05-2026 01:30,Flipkart,Production,Hyderabad,786,907,13467,3.94,29,22,80,80,99.33,5102,Warning,High Login Failures,Warning
10-05-2026 01:30,Swiggy,Production,Hyderabad,257,342,7214,0.49,7,1,62,39,99.99,3944,Info,Routine Monitoring,Healthy
10-05-2026 01:30,Blinkit,Production,Bengaluru,244,389,11209,0.25,2,1,49,70,99.99,3110,Info,Service Running Normally,Healthy
10-05-2026 01:30,Microsoft Teams,Production,Bengaluru,487,614,7135,1.65,16,20,71,88,99.41,2698,Warning,Network Latency Increased,Warning
10-05-2026 01:30,Outlook Web,Production,Mumbai,155,319,9997,0.61,0,2,36,39,99.99,2706,Info,Cache Refresh,Healthy
10-05-2026 01:30,Payment Gateway,Production,Mumbai,258,391,5318,0.8,4,1,28,65,99.99,1671,Info,Service Running Normally,Healthy
10-05-2026 01:30,Inventory Service,UAT,Mumbai,231,418,3917,0.1,8,0,63,42,99.99,933,Info,Routine Monitoring,Healthy
10-05-2026 01:30,Order Service,UAT,Bengaluru,258,333,6248,0.76,0,0,33,59,99.99,2151,Info,Service Running Normally,Healthy
10-05-2026 01:30,Authentication Service,Production,Mumbai,625,723,7397,3.42,32,33,86,89,99.4,2739,Warning,Queue Length Increased,Warning
10-05-2026 02:00,Citrix Workspace,Production,Hyderabad,217,352,8867,0.15,1,2,54,59,99.99,2568,Info,Health Check Completed,Healthy
10-05-2026 02:00,Flipkart,Production,Mumbai,251,458,11179,0.46,7,0,52,61,99.99,4995,Info,Background Synchronization,Healthy
10-05-2026 02:00,Swiggy,UAT,Bengaluru,252,344,13599,0.68,1,2,32,67,99.99,4313,Info,Service Running Normally,Healthy
10-05-2026 02:00,Blinkit,UAT,Bengaluru,237,454,13079,0.54,2,2,53,41,99.99,3174,Info,Normal Operation,Healthy
10-05-2026 02:00,Microsoft Teams,Production,Mumbai,250,399,9980,0.22,8,2,56,54,99.99,2843,Info,Health Check Completed,Healthy
10-05-2026 02:00,Outlook Web,Production,Mumbai,410,482,9202,1.47,39,17,77,81,99.55,3169,Warning,High API Response Time,Warning
10-05-2026 02:00,Payment Gateway,Production,Bengaluru,292,443,5543,0.64,3,2,29,49,99.99,2021,Info,Service Running Normally,Healthy
10-05-2026 02:00,Inventory Service,Production,Hyderabad,275,434,4523,0.43,7,0,49,40,99.99,1255,Info,Background Synchronization,Healthy
10-05-2026 02:00,Order Service,Production,Mumbai,974,1177,4605,10.87,52,222,90,96,98.86,2540,Critical,Authentication Service Unavailable,Critical
10-05-2026 02:00,Authentication Service,Production,Hyderabad,187,364,6441,0.46,8,0,59,53,99.99,2415,Info,Health Check Completed,Healthy
10-05-2026 02:30,Citrix Workspace,Production,Mumbai,201,317,10028,0.21,4,2,47,57,99.99,2497,Info,Routine Monitoring,Healthy
10-05-2026 02:30,Flipkart,Production,Mumbai,330,474,12319,0.43,6,2,41,50,99.99,4954,Info,Service Running Normally,Healthy
10-05-2026 02:30,Swiggy,Production,Hyderabad,318,439,13399,0.2,2,2,43,55,99.99,4362,Info,Routine Monitoring,Healthy
10-05-2026 02:30,Blinkit,UAT,Mumbai,250,453,9762,0.3,0,1,62,58,99.99,3046,Info,Routine Monitoring,Healthy
10-05-2026 02:30,Microsoft Teams,Production,Mumbai,185,325,10145,0.3,3,1,34,49,99.99,2867,Info,Health Check Completed,Healthy
10-05-2026 02:30,Outlook Web,UAT,Mumbai,189,325,8622,0.31,1,2,44,69,99.99,3028,Info,Normal Operation,Healthy
10-05-2026 02:30,Payment Gateway,Production,Hyderabad,322,520,5496,0.26,6,1,28,66,99.99,2083,Info,Service Running Normally,Healthy
10-05-2026 02:30,Inventory Service,UAT,Mumbai,247,357,2298,0.07,8,0,45,51,99.99,1224,Info,Service Running Normally,Healthy
10-05-2026 02:30,Order Service,Production,Mumbai,254,357,9437,0.6,6,0,61,68,99.99,2562,Info,Normal Operation,Healthy
10-05-2026 02:30,Authentication Service,Production,Bengaluru,236,402,10375,0.12,6,0,42,56,99.99,2495,Info,Normal Operation,Healthy
10-05-2026 03:00,Citrix Workspace,Production,Hyderabad,290,462,9366,0.1,6,1,28,52,99.99,2600,Info,Routine Monitoring,Healthy
10-05-2026 03:00,Flipkart,Production,Hyderabad,1042,1185,10580,10.08,76,221,99,93,96.23,5261,Critical,Payment Gateway Failure,Critical
10-05-2026 03:00,Swiggy,Production,Bengaluru,219,301,15697,0.61,0,0,42,60,99.99,3938,Info,Service Running Normally,Healthy
10-05-2026 03:00,Blinkit,Production,Bengaluru,695,836,11522,2.83,36,29,71,75,99.5,3474,Warning,Network Latency Increased,Warning
10-05-2026 03:00,Microsoft Teams,Production,Bengaluru,431,567,9574,1.97,34,14,87,79,99.49,2723,Warning,Network Latency Increased,Warning
10-05-2026 03:00,Outlook Web,Production,Bengaluru,228,315,11543,0.25,8,2,33,67,99.99,2927,Info,Routine Monitoring,Healthy
10-05-2026 03:00,Payment Gateway,Production,Hyderabad,666,870,3135,2.52,21,20,80,70,99.49,1504,Warning,High API Response Time,Warning
10-05-2026 03:00,Inventory Service,Production,Hyderabad,180,352,3030,0.42,7,2,43,44,99.99,1393,Info,Health Check Completed,Healthy
10-05-2026 03:00,Order Service,Production,Mumbai,209,310,7228,0.54,5,2,48,46,99.99,2287,Info,Service Running Normally,Healthy
10-05-2026 03:00,Authentication Service,Production,Hyderabad,185,268,8172,0.22,7,1,43,53,99.99,2753,Info,Normal Operation,Healthy
10-05-2026 03:30,Citrix Workspace,Production,Bengaluru,255,317,9870,0.24,8,2,45,56,99.99,2394,Info,Cache Refresh,Healthy
10-05-2026 03:30,Flipkart,UAT,Mumbai,355,461,17250,0.48,5,0,28,58,99.99,5212,Info,Background Synchronization,Healthy
10-05-2026 03:30,Swiggy,Production,Mumbai,248,419,7361,0.77,7,1,65,42,99.99,4069,Info,Health Check Completed,Healthy
10-05-2026 03:30,Blinkit,Production,Hyderabad,278,358,6732,0.32,3,2,60,63,99.99,3186,Info,Health Check Completed,Healthy
10-05-2026 03:30,Microsoft Teams,Production,Mumbai,262,353,10175,0.32,0,1,48,54,99.99,2623,Info,Routine Monitoring,Healthy
